title,videoId,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,publishedDate,comments
A HAUNTING IN VENICE Trailer 2 German Deutsch (2023),a60vSrZKYJ4,3160,77,0,7,0,2023-07-19T16:04:02Z,"['Verdammt zum Glück auch!!!', 'Der letzte Film mit dem Detektiv war der Hammer, der Film wird wieder super mit Garantie, allein aus dem Grund das hier ausnahmsweise Schauspieler mit Talent verwendet wurden, also zumindest beim Hauptdarsteller. Nicht wie in 98% der anderen Filme heut zu Tage, was heute alles als Film durchgeht ist einfach nur traurig und diese lächerlichen witzfiguren die Schauspieler genannt werden erst, das geht garnicht es ist einfach null Talent und können vorhanden und diese looser werden trotzdem von den dummen Menschen gefeiert tja das schow business ist tot nur der sinkende IQ der menschen in unserer zeit lässt sie nichts merken und so werden minderwertige Leistungen gefeiert.', 'That movie looks creepy and awesome', '😱Hercule Poirot wird in ein düsteres Mysterium verwickelt!👻Werden im neuen A HAUNTING IN VENICE <a href=""http://www.youtube.com/results?search_query=%23trailer"">#Trailer</a> mit Kenneth Branagh und Michelle Yeoh die Lebenden die Toten besiegen?!💀\r<br>Freut ihr euch drauf? Vergiss nicht unser Video mit deinen Freunden zu teilen!\r<br>Mehr zu <a href=""http://www.youtube.com/results?search_query=%23ahauntinginvenice"">#AHauntingInVenice</a> findest Du unter: <a href=""https://kinocheck.de/film/6vy/a-haunting-in-venice-2023"">https://kinocheck.de/film/6vy/a-haunting-in-venice-2023</a>', 'Naja .... Geschmack sache.']"
A Haunting in Venice Teaser Trailer (2023),rd620tOd6WE,69284,1247,0,104,0,2023-04-26T18:59:18Z,"['Who did tina fey sleep with to get this role ?', 'Looked great at first. Until I found out it was based on Hollowe&#39;en Party. They made way to many changes.', 'What a twist!', 'Well at least the real hero, white man Poirot is here to save the day from an otherwise gynocentric woke cast.', 'This looks nothing like Halloween Party.', 'Please don&#39;t suck, please don&#39;t suck...', 'Looks like every horror movie ever. Man this genre is so rusty... So repetitive.. So unoriginal. So exhausting lol', 'I&#39;m too scared to watch horror films but it has michelle yeoh in it so definitely watching! + it&#39;s a poirot movie sooo', 'Yes, so excited for the third Poirot film! Also, this is apparently inspired by Hallowe’en Party for those who have read the books.', 'OMG Tina Fey in a Horror Movie?!?!?!??!  I&#39;ve got my ticket!  I&#39;m there!  SOLD!', 'It sequel', 'The ghosts within us', 'Hercule Poirot vs Ghosts?!  A murder mystery, horror film, very exciting!', 'Is this supposed to be a Poirot movie??? Ken looks and sounds like he&#39;s doing Poirot.', 'Looks like Poirot is getting a Lord Blackwood style enemy!']"
A Haunting in Venice Ending Explained | Book Changes | Spoilers,EaR6PjTsFWo,4938,143,0,27,0,2023-09-14T07:18:36Z,"['I really enjoyed the movie but it had nothing to do with the actual story.  Well some of the names were the same and that’s about it. <br>David Suchet and Zoe Wanamaker did a great adaptation of the original story. This one was new and original and I liked it a lot. Just not Agatha Christie', 'Personally, I liked both versions, but the whole &quot;loosely based on the book&quot; is no joke. I highly suggest reading the book (although perhaps not the BEST of Agatha&#39;s novels, it is certainly my favorite so far, and I&#39;ve read about half of them), but if you want a quick summary of the important points of the book, I&#39;ll list a quick summary of the important parts of the original novel down below.<br><br>SPOILER WARNING AHEAD!<br><br><br><br>Ariadne Oliver is invited as a guest of honor to a halloween party. There, thirteen year old Joyce Reynolds claims to have witnessed a murder when she was younger, but didn&#39;t realize it until she was older. Other children call her a liar, and her behavior in defending herself does seem like she&#39;s lying; but later, she is found drowned in the apple bobbing attraction, indicating SOMEONE believed her statement. Ariadne (having appeared in &quot;Cards on the Table&quot; and a few other Poirot novels) asks for Poirot to help her in finding out who killed Joyce, and the two set off for information. A few key points to keep in mind are as follows:<br><br>-Joyce was a known liar.<br>-Leopold suddenly came into a fortune.<br>-There are four different unusual deaths/unsolved murders in the area (only the death of Mrs. Llewellyn-Smythe and the stabbing of Leslie Ferrier are the key victims for this case).<br>-Miss Emlyn thought that Rowena Drake might have seen something in the hallway to startle her, causing her to drop a large vase full of flowers and water. (Keep in mind, the library where the apple bobbing game was held was down the hallway.)<br><br>Later, Poirot determines that Joyce was probably lying about having witnessed a murder, but it leaves open the question, &quot;Why did someone believe her?&quot; Later, Leopold is also found drowned by the brook, leading to the conclusion that he DID know, or at least had a decent guess, of who killed his sister, Joyce (in the book, they are related and Leopold dies). Rowena does confirm Ms. Emlyn&#39;s statement that she DID see something that startled her: Leopold was in the library at the time she dropped the vase. Eventually a few more key characters are interviewed and the suspicions around Mrs. Llewellyn-Smythe death resurface.<br><br>-Judith Butler, who was at the party and is Ms. Oliver&#39;s friend.<br>-Miranda Butler, friend of Joyce and was home sick the night of the party.<br>-Michael Garfield, a man described of having an unusual sense of beauty, and (despite his arrogance) an impossible suspect due to him having not been at the party the day of Joyce&#39;s murder.<br><br>The details of Mrs. Llewellyn-Smythe&#39;s death, and the disappearance of her au pair, Olga, are eventually brought out into the open. Olga was accused of having forged Mrs. Llewellyn-Smythe&#39;s last will, and having been a crude forgery, was immediately dissmissed. Olga insisted she didn&#39;t forge the will, and planned to run away to Turkey, for fear of prosecution of the forgery and potential murder. Eventually, the house and the garden of Mrs. Llewellyn-Smythe went to Michael for his work in the garden, and he in turn sold it, but still works on it. Poirot eventually gets an idea as to where Olga might be, and his suspicions turn out correct. Olga&#39;s corpse is found at the bottom of an abandoned well, stabbed in a similar manner to Leslie from before, and Poirot puts together what all happened.<br><br>It turns out, Olga was the murdered victim that Joyce claimed to have seen before. However, it was Miranda Butler who actually saw the murder, or more accurately, two people dragging her corpse to the well. One of them thought someone was watching them, hence why they believed Joyce actually did see their disposal of the body. (It&#39;s never directly confirmed if they killed Llewellyn-Smythe or if she actually died of natural causes.) The reason they killed her was because Olga ratted out Llewellyn-Smythe&#39;s niece as having had an affair, thus resulting Llewellyn-Smythe&#39;s last will being changed. The niece and her partner then made an obvoously forged will to discredit Olga, and then killed her to make it seem like she was guilty and running away.<br><br>Poirot knows that Miranda is in serious danger, and advises Ms. Oliver and Judith to take her far away from the area for the time being. Although they get her some distance away, an older man succeeds in leading her away when she steps off on her lonesome to the restroom while she, her mother, and Ariadne are out eating together. She and the man arrive at a sacrifice altar, and are about to partake in a ritual, but Poirot enlisted the help of two young men to keep watch and make sure Miranda stayed safe. They intervene at the last moment, saving Miranda&#39;s life.<br><br>Later, Miranda is discussing the details of the murder she witnessed, having not realized it was a murder due to the fact the Michael Garfield, the man that Llewellyn-Smythe&#39;s niece -- Rowena Drake -- was going to forsake her invalid husband for, had told her it was merely a sacrifice. Miranda confirms she told Joyce, and Leopold might have guessed or overheard their conversation. Since Miranda wasn&#39;t at the party that night, Joyce told everyone that SHE had seen the murder. In a final twist, Poirot reveals that Miranda&#39;s father was none other than Michael Garfield. Although he loved his daughter (having been seen earlier drawing a portrait of her), he wasn&#39;t above murdering her to keep the secret. As for Rowena and Michael, Poirot theorizes that, having bought a small Greecian island with Rowena&#39;s ill-gained fortune, Michael probably would have ended up killing Rowena anyways just so he wouldn&#39;t be under her thumb. As for figuring out that it was Rowena who killed Joyce, Poirot reveals he figured this fact rather early because of the fact that Rowena was wet, claiming to have spilt the vase on her; however, by drowning a victim, the killer would naturally be wet, and Rowena was the only person to be wet at the time of the murder.<br><br><br><br>In the end, I found this novel to be really fascinating. I missed the fact that Rowena had to logically be the killer because I was so fascinated with the backstory of the novel. Seriously, I would suggest reading the novel JUST to see how different it is from the movie. I woul LOVE to see this novel adapted into a play or something, it was that much of an enjoyment.', 'I might have missed something, but how did they explain a psychic lady speaking with the voice of the dead daughter and who did Poirot see in the mirror?', 'Watched it at the cinema on Monday... lovely escapism ..dont take it too seriously and you will enjoy', 'just saw this <br>10 little Indians I&#39;d like to see made .', 'Just saw it, not really a theater movie more of a good HBO movie', 'I think do evil under the sun in 1953', 'I always liked Ariadne Oliver, as an obviously ironic self-insert of Agatha Christie herself.', 'What an age for murder mystery: The only people eager to socialize at all always had sinister plans, hidden agendas, and ulterior motives!!!    🤗', 'this gonna be a hit', 'We appreciate your insights on a Haunting in Venice. You&#39;ll always have our support.']"
A Haunting In Venice Featurette - Eerie Ensemble (2023),3ugfcQnA-BU,14948,217,0,11,0,2023-08-31T16:36:40Z,"['A haunting in Venice is epic', 'Let me guess.... the killer is Jamie Dornan', 'Whodunnit?? Who?', 'haha it&#39;s Santino', 'Yess Tinaaaa', 'Can&#39;t wait to see Jamie and Jude in this one!', 'Sounds good but I’m still a David suchet man myself', 'Very excited by this cast, especially seeing Tina Fey in this kind of role. She&#39;s already conquered comedy, will be great to see if she can master these dramatic roles.', 'Amazing 🤩', 'Ghost everywhere']"
A HAUNTING IN VENICE Official Trailer (2023),qVrKNPMG6Dk,41176,411,0,46,0,2023-04-26T17:59:03Z,"['Where is Ken Curtis and royal dano', 'I like they changed the title so I can technically watch this movie without comparing it with the original Halloween party book. <br>Looks good, excited to see it!', 'Nope', 'Michelle Yeoh,Kelly Reilly??<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>', 'It just hit me that this adaptation refers to the <i>Hallowe’en Party</i> case... which, I don&#39;t need to tell you, isn&#39;t set in Venice at all but in a small village in Devon. 😆 Well, as long as Brannagh does the rest of this great Poirot story justice, I&#39;m all ears!', 'I don’t care if it&#39;s not as close to the Hallowe&#39;en Party book, but it has a suspense horror kind of vibe and a myatery. I&#39;m actually STOKED for this and that&#39;s saying a lot for me because 1- I&#39;m not a fan of horror, but this looks more like suspense horror and 2- Kenneth Branagh has PROVED to be a great Poirot AND director for Agatha Christie films. I say this is a good move to try for the other audiences who have never and never will read Agatha Christie&#39;s books and hopefully we can get more of these. One I wished Branagh did though if Poirot was in retirement was the iconic and most BRILLIANT of the few Christie&#39;s books I&#39;ve listened to is The Murder of Roger Ackroyd! Now THAT apuld be a good movie. But regardless, I&#39;m not ashamed to say this one looks REALLY REALLY good and who knows, maybe they&#39;ll still try and make it like the Hallowe&#39;en Party book twist but different cause this is only different. I like this title change and direction anyway cause imagine tbat other non book audience who probably wouldn’t be as enthusiastic tp watch a movie with the original title and at a Hallowe&#39;en Party so gotta make it different and perhaps the same idea with the murdered child at the party, only it&#39;s written differently in this. Makes sense to me to switch this particularly story up. Just saying 🤷\u200d♀️', 'If your supporting actors outact the lead there is a problem ..... Get a better lead actor guys because Branagh is tanking what could have been a great series ......  -  Murder on the Orient Express $352.8 million ($55 million budget) to Death on the Nile $137.3 million ($90 million budget)  - 🤔😐 Stick to directing because your supporting cast is the only thing worth watching ..... 🤔😐', 'Happy birthday to Jamie Dornan.', 'When trying to solve an Agatha Christie mystery, simply pick the most convoluted possible solution.', 'Why do people bitch so much, I can’t wait to see it', 'For a long time, I couldn&#39;t find something worth latching onto, and then I saw the detective. That changed my entire perspective on the trailer. Suddenly, it wasn&#39;t a dull, badly made horror movie. It was now potentially the greatest detective story. Real ghost 👻 or not?', 'Was that Liz Lemon???', 'fully in for this', 'Same story. New location', 'So if a ghost is the murderer will it face trial?']"
A Haunting In Venice | Seeing Things | In Theaters Sept 15,lroKhbCw_a4,13703,444,0,27,0,2023-08-29T20:00:30Z,"['Please 👋 someone 🧑🏻👧🏻 connect me with director David Fincher 🧔🏻\u200d♂️ because I have an idea and a story for a movie 📽 that will work 🤯 I&#39;m sure it will work.  My life is miserable.  I live in hope that one day an idea for a film will come to David.  Who can help me meet David.  Thank you.  This is what I can do❤😇😢', 'I&#39;m excited for this movie it&#39;s got the classic William Castle horror vibe but elements of Gothic horror as well', 'And who are you? Hercules Parrot the best ghost hunter in the world.', 'I don&#39;t know about movie because the first two it was obvious who the killers were', '😊😊', 'It would be nice to see a modern horror movie which doesn&#39;t resort to gore and explicit violence, but rather style and imagination. I hope that this is it.', 'Day 696969696969 of asking you to rename back to 20th Century Fox.', 'por un momento pensé q era el &quot;seastian&quot; de Romané 😅', 'This is True Horror Within.', 'OMG! This is going to be terrifying! But I&#39;m so excited!!', 'Oh shoot!', 'super excited for this movie', 'I ain’t gonna see this', 'First yayayayayaya']"
A Haunting In Venice | Books | In Theaters Sept 15,igWM3mm899s,13643,394,0,22,0,2023-08-30T17:00:35Z,"['I watched it in the theatre, before they move to streaming. Its good! Its a ‘much-watch’!', 'They had to include an asian, just to disrespect Europeans.', 'Spoilers mom kill 3 people <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>her daughter,doctor and witcher', 'I love how he found out his bodyguard and his old friend are working together', 'Please 👋 someone 🧑🏻👧🏻 connect me with director David Fincher 🧔🏻\u200d♂️ because I have an idea and a story for a movie 📽 that will work 🤯 I&#39;m sure it will work.  My life is miserable.  I live in hope that one day an idea for a film will come to David.  Who can help me meet David.  Thank you.  This is what I can do❤😇😢', '❤❤❤❤❤❤', 'Only two weeks away.', 'Oh boy...', 'This is going to be really movie excited for the third movie 👍👏👏⚡❤️💯. They got Tina Fey', '❤', 'Super excited for this movie', 'Movie looks interesting', 'day 696969696969 of asking you to rename back to 20th century fox', 'This movie looks really good']"
A Haunting in Venice Trailer (2023),pPmSOST1bTo,64303,1020,0,73,0,2023-04-26T18:24:18Z,"['Kelly Reilly againg with Poirot... Love it.', 'Now I feel like an idiot because this is based on a novel by Agatha Christie I actually haven&#39;t read, I&#39;m definitely a fan of her writing and now I feel like I&#39;m letting her down. I prefer her novels to film adaptations. I always feel like something is lost in adaptations and I always prefer the source material. That&#39;s just me the book nerd 🤓!!', 'HERCULE', 'If there&#39;s something strange in your neighborhood<br>Who you gonna call<br>Poiro-stbusters, apparently.', 'Kenneth is having fun now making Agatha Christie&#39;s movies and playing Poirot!😄', 'OK, so, the last two movies were thoroughly unimpressive and they are trying to sell an Agatha Christie story as a competitor to The Conjuring. <br>Yeah, gonna take a pass on this one.', 'If your supporting actors outact the lead there is a problem ..... Get a better lead actor guys because Branagh is tanking what could have been a great series ......  -  Murder on the Orient Express $352.8 million ($55 million budget) to Death on the Nile $137.3 million ($90 million budget)  - 🤔😐 Stick to directing because your supporting cast is the only thing worth watching ..... 🤔😐', 'I think the absolute pre-requisite for anyone to make a horror movie is for the casts to be someone new. Otherwise, horror movies dont feel as scary or realistic no matter how good the acting is. Putting in a-grade actors in a horror movie is not a good recipe for the genre. Can anyone back me up on this??', 'Poirot brought the big guns back', 'already a third part? where this and the second part shot back to back?', 'Could be the worst mystery/detective movie trailer ever. Or maybe it shows exactly what we needed to know. It just doesn&#39;t feel right', 'THE DETECTIVE IS BAAAACK🎉🎉🎉', 'That looked terrible,what kind of nonsense is this? And do we need Michelle Yeoh in every movie now,insert a female ,either black or Asian in every movie ,just because? That clearly not a Hercule Poirot story,there was never such stupid stuff.', 'The cast doesn&#39;t seem as stacked this time with more recognizable faces? Besides Michelle, I only saw Tina Fey and Jaime Dornan. <br><br>Maybe the budget is lower for this installment of the murder mystery?', 'Yeah, Poirot is back on stage.❤']"
A Haunting in Venice (2023) Movie Review,cPTZ98o254U,2805,221,0,21,0,2023-09-15T23:42:43Z,"['Fey is horribly flat trying to pull off a Judi Dench type role', 'Chris, if the movie gives any credence to the supernatural I’m going to feel very cheated. Just saying.', 'Ok I will watch it again. I found it annoying 1st watch.', 'He had issues with the 3rd act again. Do you think they&#39;ll make another one &amp; if so, which novel do you think they&#39;ll adapt? ❤😊', 'I think this is the best Peirot movie out of the 3!! Cinematography is so admospheric, the location and sets are amazing, the cast is fun (Michelle Yeoh <b>not</b> doing martial arts or mean mom!!), and the writing is a great blend of supernatural and detective whodunnit. Love it!', 'I didn&#39;t predict the mom, but did so because I kept forgetting the character was even there. In fact, all the characters were forgettable. It was a waiting game to get to the conclusion and the detective&#39;s reveal of the truth which was again forgettable.', 'I don&#39;t want him to tackle any lol.<br>I am sorry, but I really don&#39;t like his Poirot, but that is myabe because I am huge fan of the books, and previous Poirots (especially David Suchet).<br>His Poirot is ridiculous, but for full disclosure, I have seen only the first one, and that was enough to put me off him.', 'Love Knives Out, but not the biggest fan of Oriental Express or Niles or the 2nd Knives Out movie.  <br><br>But so far, the reviews are pretty positive about this movie...', 'I really enjoyed this review Chris. Not a fan too much of Branagh&#39;s take on the character, especially since the two previous films have relied primarily on &#39;stunt casting&#39; (in my opinion), but they were entertaining. I&#39;ll wait to see this one at a later date. I would like to see him do either &quot;Evil Under the Sun&quot;, or Poirot&#39;s last case, which was &quot;Curtain&quot;. Both of those lend themselves to the theatrical experience, but do not necessarily rely on famous faces to sell the gimmick. Again, this is just my 2cents.', 'I feel like the only one who can’t take Tina Fey seriously. I’ve watched too much of her on SNL. I was hoping for more of a supernatural horror but it’s just a murder mystery in a spooky setting.', 'Jailer and Jawan review?', 'No reply on.... Sardar udham... Movie... Any reason????', 'Just saw this,loved it.Two Cast Members from Belfast ,Jamie Dornin,Jude Hill,returned.And Tina Fey.Loved her character,just an enjoyable film.And the reveal was great.', 'And Then There Were None amazing! But if we are sticking with Poirot then I would love to see the Murder of Roger Ackroyd. The end of that book literally gave me goosebumps!', 'I enjoyed the movie. I thought Tina Fey was gonna take me out of the movie but she was a bright spot. I didn&#39;t guess the culprit/culprits which was a good thing. Good review.👍']"
A Haunting in Venice (2023) Spoiler Free! Come With Me Movie Review | Spookyastronauts,YWWu9n5Mdv0,15907,1169,0,85,0,2023-09-13T16:15:04Z,"['Omg I’m so sorry for the editing in this video, total mistake to have the glitch transition throughout. Something I added before exporting after I had checked it, it’s not meant to be on every clip! Yikes.', 'I actually went to see this because I liked the other two hercule movies, which arent horror at all. So i never expected any horror and i loved it. The reveal qaa fantastic', 'nice music.', 'I actually really enjoyed this, definitely a lot more than Death on the Nile. Not sure it can be classed as a seance movie though! Trailer is rather misleading, but still a fun time.', '🖤', 'I liked this one. Course I saw it in a theatre with six other people soot was a bit isolating', 'Hi Emma. 🙂<br> Saw it last night &amp; was surprised this turned out to be an extremely stunning looking Giallo.  <br> Enjoyed every second of it &amp; think the movie deserves to be seen on a big screen.<br> Cool creepy kid too.<br> Please give Gromit a head scratch for me. ❤ that pup!', 'DON’T tell people to just wait to see a movie in theaters like that if you don’t want the movie to bomb. It’s a limited release and is only in my local theater for a week, 2 weeks if it makes a lot of money. Bigger blockbusters and scarier stuff are coming for “spooky season”, so they will sadly be throwing lighter things like this aside too soon.', 'What I liked. <br>It was pretty much an original story. <br><br>The tension was beautifully sustained throughout. <br>The supporting cast was terrific. <br><br>The house was a character in and of itself. <br><br>The story was true to Christie’s form but not really. <br><br>The cons <br>It had nothing to do with the Halloween party story.   <br><br>The character assassination of Ariadne Oliver made me seethe. <br><br>Branagh just isn’t Poirot to me.  I saw him in the series Wallander and he played Poirot the same way.', 'Kinda excited for this', 'It’s really a good hbo movie not much of a theater experience', 'This movie is boring. Too many random loud noises to try to keep the audience awake.', 'Okay, I saw A Haunting In Venice and of course, I loved it.  Plenty of creepy atmosphere, which was such a nice change from the previous Agatha Christie adaptations.  Kenneth Branaugh once again was great as Hercule Poirot and a solid cast of supporting cast/suspects, including a standout in Tina Fey.  Overall, I gave the film a 9/10.', 'I was excited to see this one since it joined two of my favorite genres - spooky fun horror and mystery. However, this one <b>really</b> disappointed me personally. The whole thing was &quot;meh&quot; in my opinion until the end when I rolled my eyes and bugged my friend for us to leave the theater. And this was <b>after</b> I had lowered my expectations after mediocre reviews. I even enjoyed the first two in the &quot;trilogy&quot; and thought this one might be fun. Unfortunately, it was not good. Not outright bad, but not good either.', 'I guessed the killer and method very early on and kept waiting to be wrong, I wasn’t, so that was a disappointment. The only thing I missed was the twist with Harry Potter at the end']"
